,ecg,time
66560,-89.74999620933244,259.99812264879813
66561,-84.47107000814097,260.0020288705927
66562,-82.95275749014664,260.00593509238735
66563,-97.55832215275295,260.0098413141819
66564,-128.38177666563467,260.01374753597656
66565,-161.17891186663806,260.01765375777114
66566,-177.52765396107014,260.0215599795657
66567,-169.39542743759102,260.02546620136036
66568,-145.53082523339745,260.02937242315494
66569,-123.53706006390274,260.0332786449496
66570,-113.91401409554155,260.03718486674416
66571,-109.7754640467229,260.04109108853874
66572,-91.55916604591167,260.0449973103334
66573,-43.44413177661334,260.04890353212795
66574,31.87321075302064,260.0528097539226
66575,112.4365886956323,260.05671597571717
66576,171.60196218517035,260.0606221975118
66577,197.00026751456568,260.0645284193064
66578,199.2835908499408,260.06843464110096
66579,203.61801522827244,260.0723408628956
66580,229.90842406053957,260.0762470846902
66581,276.45988366034595,260.0801533064848
66582,319.5545973746732,260.0840595282794
66583,329.54286092415725,260.087965750074
66584,291.23248830053706,260.0918719718686
66585,212.79515556987053,260.0957781936632
66586,116.70452239533172,260.09968441545783
66587,21.36896171210715,260.1035906372524
66588,-69.94953270476239,260.10749685904705
66589,-163.53995077613797,260.1114030808416
66590,-260.1477980323227,260.1153093026362
66591,-347.6408068474718,260.11921552443084
66592,-411.1068222931548,260.1231217462254
66593,-450.8782337417642,260.12702796802006
66594,-487.8127026007039,260.13093418981464
66595,-545.8778427415918,260.1348404116092
66596,-626.4079582075599,260.13874663340385
66597,-701.2470596702163,260.14265285519843
66598,-736.6754072763767,260.14655907699307
66599,-728.4815259743093,260.15046529878765
66600,-712.9263125225167,260.15437152058223
66601,-738.3667680153462,260.15827774237687
66602,-821.1920217718466,260.16218396417145
66603,-927.3365642629274,260.1660901859661
66604,-995.0842594826438,260.16999640776066
66605,-970.1399657583058,260.1739026295553
66606,-809.783204671479,260.1778088513499
66607,-451.7583097397124,260.18171507314446
66608,201.0341970117175,260.1856212949391
66609,1222.4411380712927,260.1895275167337
66610,2541.535729438319,260.1934337385283
66611,3855.616311454274,260.1973399603229
66612,4691.5116003037065,260.2012461821175
66613,4632.113285332649,260.2051524039121
66614,3580.780725298809,260.2090586257067
66615,1870.931928500099,260.2129648475013
66616,116.2201846695994,260.2168710692959
66617,-1117.0603750120295,260.22077729109054
66618,-1597.5642149571981,260.2246835128851
66619,-1487.7675512840156,260.2285897346797
66620,-1158.3942074251645,260.23249595647434
66621,-917.9218558351045,260.2364021782689
66622,-855.1078915115834,260.24030840006355
66623,-875.9468814430015,260.24421462185813
66624,-855.9919417859882,260.2481208436527
66625,-759.6627136006126,260.25202706544735
66626,-641.600994945206,260.25593328724193
66627,-564.7947545231345,260.25983950903657
