n_samples,gyr_x,gyr_y,gyr_z,acc_x,acc_y,acc_z
0,0.1220703125,0.732421875,-0.42724609375,-0.04248046875,-0.9091796875,0.515625
1,0.0,0.732421875,-0.48828125,-0.04248046875,-0.9091796875,0.51416015625
2,-0.06103515625,0.67138671875,-0.48828125,-0.04248046875,-0.9111328125,0.51416015625
3,0.0,0.67138671875,-0.54931640625,-0.0419921875,-0.91064453125,0.5146484375
4,-0.18310546875,0.54931640625,-0.54931640625,-0.0419921875,-0.91259765625,0.51123046875
5,-0.06103515625,0.3662109375,-0.6103515625,-0.04248046875,-0.90966796875,0.5146484375
6,0.0,0.30517578125,-0.42724609375,-0.04345703125,-0.90966796875,0.51513671875
7,0.06103515625,0.3662109375,-0.54931640625,-0.04296875,-0.9111328125,0.5146484375
8,0.244140625,0.42724609375,-0.54931640625,-0.04296875,-0.91015625,0.51708984375
9,0.3662109375,0.3662109375,-0.42724609375,-0.0419921875,-0.908203125,0.5166015625
10,0.18310546875,0.3662109375,-0.54931640625,-0.04150390625,-0.908203125,0.5166015625
11,0.0,0.48828125,-0.54931640625,-0.04345703125,-0.9091796875,0.5185546875
12,-0.06103515625,0.6103515625,-0.48828125,-0.04443359375,-0.9111328125,0.51513671875
13,-0.06103515625,0.54931640625,-0.48828125,-0.04052734375,-0.9111328125,0.5126953125
14,0.0,0.54931640625,-0.42724609375,-0.04541015625,-0.9091796875,0.515625
15,-0.1220703125,0.54931640625,-0.54931640625,-0.04345703125,-0.9091796875,0.515625
16,-0.18310546875,0.42724609375,-0.48828125,-0.0419921875,-0.90966796875,0.517578125
17,-0.18310546875,0.48828125,-0.42724609375,-0.041015625,-0.90966796875,0.51513671875
18,-0.18310546875,0.6103515625,-0.42724609375,-0.04150390625,-0.90869140625,0.5166015625
19,-0.3662109375,0.67138671875,-0.48828125,-0.04345703125,-0.90869140625,0.51513671875
20,-0.3662109375,0.732421875,-0.6103515625,-0.04248046875,-0.908203125,0.51513671875
21,-0.3662109375,0.732421875,-0.48828125,-0.04248046875,-0.90966796875,0.51611328125
22,-0.42724609375,0.79345703125,-0.48828125,-0.04345703125,-0.91162109375,0.5126953125
23,-0.30517578125,0.732421875,-0.48828125,-0.044921875,-0.91064453125,0.51123046875
24,-0.1220703125,0.6103515625,-0.48828125,-0.04345703125,-0.9091796875,0.513671875
25,0.06103515625,0.54931640625,-0.54931640625,-0.04052734375,-0.90966796875,0.5166015625
26,-0.06103515625,0.42724609375,-0.54931640625,-0.0419921875,-0.90771484375,0.51708984375
27,-0.244140625,0.54931640625,-0.42724609375,-0.04296875,-0.91015625,0.51416015625
28,-0.18310546875,0.48828125,-0.48828125,-0.04248046875,-0.91015625,0.515625
